笔记链接,笔记标题,点赞数,收藏数,笔记内容,笔记标签
https://www.xiaohongshu.com/explore/64c86fbb000000000103eaba,西安后海避雷！,6,0,人挤人我没开玩笑😓开车能堵死还是走俩步路吧不开车交通又不方便严重商业化物价翻倍夏天去一次就可以了,
https://www.xiaohongshu.com/explore/6405aff0000000001301158c,西安后海,7,0,白天 晚上🌃 绝美推荐,
https://www.xiaohongshu.com/explore/64b67874000000001002b542,,33,8,西安 后海 晚风 晚霞 黄昏🌆从日落漫步在后海岸旁晚霞很美 “橘子海”很好看超有氛围感 真的是巨出片📷,"#西安后海,#西安拍照,#晚风很温柔,#氛围感,#西安拍照好去处"
https://www.xiaohongshu.com/explore/64928961000000001301421a,西安·后海｜不一样的城市模样,20,9,作为文化著称的古都西安能打造这样一处亲水平台走生态休闲路线，真的是太酷啦‼️🆔 AR浐灞后海观景平台位于灞河东路、近欧亚大道彩虹桥河面宽阔、环境优美已经成为很多人休闲的首选岸边可以看的很多🎣钓鱼爱好者还能看到各种栖息的水鸟旁边的“后海市集”也非常热闹（🤷🏻‍♂️但贵）市集东边有一条小点的溪流小栈桥、池塘、芦苇荡给人感觉都不像是在西安了💁🏻趁着放假都来感受一下吧📍喜欢拍照的朋友不要错过路线推荐：🚇地铁3⃣️号线香湖湾站🚌公交浐灞9⃣️号线：欧亚大道会展一路口站,"#西安浐灞后海,#周末去哪儿,#西安,#夏日亲水,#湿地,#看见城市的文艺生活"
https://www.xiaohongshu.com/explore/62f09abc000000001b025313,在西安看一场海🌊,60,25,没骗人家人们西安真的有海！！浐灞后海和白裙子太搭了,"#西安看海,#西安拍照,#浐灞,#海,#海边拍照,#小白裙"
https://www.xiaohongshu.com/explore/645905080000000027011e16,西安｜浐灞后海追一场浪漫的日落🌄,35,15,浪漫至死不渝🌄奥体中心附近的日落简直太美啦！,"#浪漫,#西安"
https://www.xiaohongshu.com/explore/643dfd1f0000000013031a8e,西安后海为什么没有摆摊拍照的啊？,21,16,,"#西安周末去哪儿,#西安拍照,#西安旅行,#夕阳,#西安浐灞后海,#365天摄影计划,#夜景"
https://www.xiaohongshu.com/explore/6429702e0000000013035c1f,西安后海,10,0,可能这就是期望越大失望越大吧，去之前真的期待值拉满了但到了之后感觉也就那么回事，还不如村里的水库大坝（图5图6）美观惬意。,#千河大坝
https://www.xiaohongshu.com/explore/64c8b87e000000000a01a1c8,后海,4,1,❶西安看海，直接定位到后海观景平台。怕人多建议3号线到香湖湾下车，人少一点❷观景平台人超级多，后备箱集市东西很贵，个人觉得不划算，可以去湖边能便宜点❸回家的时候很难打车，坐了一个三蹦子10块钱到务庄地铁口,"#总要去一趟西安的后海吧,#西安后海VR观景,#西安拍照好去处"
https://www.xiaohongshu.com/explore/6510e025000000001500adf5,总要去西安后海拍一次日落吧！！！,22,9,地点：直接导航浐灞后海观景平台 不要去了浐灞后海湿地公园 当时我们就是这么走错的整条街都有小吃 可以露营 野餐 钓鱼特别是太阳下山的时候去 超级出片！！氛围感拉满！这个位置真的是看日落超级漂亮！坐车也挺方便的 公交可以直达市区～爱拍照的宝子千万不要错过了！！,"#日落,#西安拍照,#日落晚霞,#西安浐灞后海,#总要去一趟西安的后海吧,#西安浐灞后海,#西安浐灞后海观景平台,#西安灞河AR观景台"
https://www.xiaohongshu.com/explore/64dbb4b5000000000b02acf6,,12,0,去西安的后海了！千万别将车停在观景台侧边的停车场，21:00多的时候超级堵。下午18:00左右正是落日的时候，拍照超好看，夜景也不错，建议去拍夜景照的宝子，拿上补光灯🙈，氛围感满满。,
https://www.xiaohongshu.com/explore/6496370f0000000027003064,西安后海不是海,13,0,骑行欧洲西安分洲之后海不是海系列(图2老钢厂）...,"#西安拍照好去处,#西安网红打卡老钢厂艺术园区,#浐灞,#西安浐灞后海,#大行,#大行p8,#我的骑行日志,#日常骑行,#城市骑行计划,#西安自行车,#晚霞,#夕阳"
https://www.xiaohongshu.com/explore/651e67230000000020001641,,1,0,总结一下西安行～去了西安后海，有点远，但是超级美，打卡拍照的人也很多～去了一洲商城做了妆造，价格很亲民，做的西域风格的妆造，拍出来没汉服出片，谨慎考虑～住宿选的君兰瓦居，环境各方面都很好，离小南门早市非常非常近，想打卡西安早市的，可以选择住在那里～去了三根电杆陕菜馆，11点去的，前面有100多桌，想着来都来了可以等等，等了两个多小时，终于排上了，差评！报吃！钟鼓楼和广仁寺都去了，想去的朋友可以打卡一下，还是很不错的，大雁塔的音乐喷泉值得看！就是人爆多，根本挤不进去，只能远观～还有就是如果做了汉服妆造，一定要去长安十二时辰，超级出片！乱七八糟分享了一堆，需要的可以采纳～,
https://www.xiaohongshu.com/explore/64a97af3000000001a0111e2,避雷！谁说后海好玩我天呢,79,12,西安本地人快笑死了，在小红书刷了好多在后海拍超级好看的照片，想着今天去踩个点然后和我的摄影老师去那里拍cosplay正片，我天呢，开了一个多小时车过去热得要死，这是下午七点半拍的照片，全是人到处都是人，挤死了，挤人堆里面全是汗臭的味道，游艇价格我也拍了你们自己看，小吃摊的价格就是那种全国各地都有那种（椰子水啦，水果捞啦，烤肉啦，手打柠檬茶啦之类的），就这我拍的照片还是想办法避开人群拍的，现场能把人挤死还没地方停车，说白了就是个河堤路旁边一溜贼贵的小吃摊，我求你们别营销了，不去心里难受去了心里更难受大概就是这个意思吧😅😅😅没这么无语过,"#西安旅行,#西安后海,#摄影,#cosplay,#约拍,#西安打卡"
https://www.xiaohongshu.com/explore/6576fade000000000602a8c0,在西安｜追一场橘色日落～,33,13,愿一切都能被治愈～趁着周末天气☀️看一场橘色日落和蓝海🧡💙,"#海边拍照,#西安打卡,#西安浐灞后海,#治愈系风景"
https://www.xiaohongshu.com/explore/6489dc81000000001303c157,关于后海观景！！！值不值得去,13,5,五点从韦曲南出发到行政中心倒浐灞九号线，历时2个小时到了浐灞后海观景台，人真的很多，基本都是拍照的，有野营跟钓鱼的，还有足球场，篮球场，夕阳下拍照很出片，前提是你得找个会拍照的，晚上骑车很舒服，逛完之后也没坐公交车扫个共享电动车去做地铁，下次不会专门去，太远了，离近的可以,"#一起去露营,#网红打卡地,#西安后海"
https://www.xiaohongshu.com/explore/648f06d400000000270298db,西安后海集市 游玩攻略📖,323,221,首先，不建议开车去，尤其不要开车上桥，停在十字路口走进去。桥上实在是太堵了基本也没地方停车，就很耽误时间！🚇地铁3号线→香湖湾 B2口出然后原地直接打车过去 ¥8.5也可以坐公交车「浐灞7号线」→欧亚大道灞河东路（地铁B2口出来过个马路就是公交车站）‼️注意：公交车末班是18：30。所以去的晚的小伙伴下了地铁然后过马路就可以打车哈。河边走走还是非常舒服的，吹吹风，拍拍照，不得不说，很出片！后备箱集市很多，吃的喝的每一家都装饰的很好看。就是感觉有点贵还可以乘坐游轮观赏河景，¥80一位。,"#后备箱摆摊,#总要去一趟西安的后海吧,#西安后海VR观景平台"
https://www.xiaohongshu.com/explore/6599378f000000000f01f758,冬天西安的后海是另一番韵味,9,3,想必夏天的时候很多西安情侣都去过后海也就是西安的灞河。要说这里确实很适合拍照，而且随便一拍都很出片。但是冬天的时候你有没有去过灞河呢？这几天一到下午天气就特别好，阳光明媚微风不燥。带上你的男女朋友去灞河边拍拍照，简直不要太惬意哦！主要是冬天没有夏天那会儿人多，而且一到下午光线很柔和，很适合拍照。好多经典机位你随便拍，怎么好看怎么来。来灞河玩最好在附近找个自行车骑着，不然走着太累人。一边骑一边让你对象给你拍，真的很放松。主要是景色好的地方能促进两人的感情，不会让你们尴尬。没事了周末就带着对象去吧，就沿着灞河边一直骑，你会发现原来西安还有这么美的一面。,"#西安拍照好去处,#拍照,#情侣约会好去处,#西安网红打卡地"
https://www.xiaohongshu.com/explore/658b7b9a0000000015003c23,想来西安旅游的大学生看过来‼️‼️,27,7,🌟西安后海，邂逅古都的浪漫💕还有很多人不知道后海吧哈哈😊，挑一个天气晴朗的黄昏🌅，一起去看看后海的浪漫吧！建议下午去，天气好的话可以看到夕阳🌇，天黑后还能看绚烂的桥，大家快去叭！！,"#出游,#游玩攻略,#游玩,#我的城市日落,#后海,#西安后海,#自然风光,#美食之旅,#浪漫之夜"
https://www.xiaohongshu.com/explore/64b02cae000000002b03bf97,去西安后海踩“坑”啦,26,0,怎么说拍照还可以啦就是这个海不太“海”本质河堤  散步不错  旅游就算啦因为今天下雨还变成了黄河,#城市夜景
https://www.xiaohongshu.com/explore/64969e850000000027011e50,后海不是海,4,0,西安浐灞生态区后海，豪华酒店、驾驶帆船有没有一点江城武汉的感觉？如果想出来散散心，这里真的是不错的去处。不过这个季节还是热了点～,#西安旅行
https://www.xiaohongshu.com/explore/655c55e2000000000f025c05,西安再无后海,2,1,,
https://www.xiaohongshu.com/explore/64fa8f64000000001302e42c,叮咚总要去趟西安吧｜后海,13,7,-''日落歸山海 山海歸深意''📍 西安浐灞后海观景台打卡了西安后海 人很多 很热但落日真的很美 喜歡追赶落日黄昏💛日落真的看多少次都不会腻🫣,"#日落,#西安,#西安后海,#旅游,#拍照,#黄昏,#最美日落"
https://www.xiaohongshu.com/explore/62ef1c8f000000001500aabe,西安后海，劝退指南！不要去！,109,30,,
https://www.xiaohongshu.com/explore/649845c80000000014026d37,后海,68,9,,
https://www.xiaohongshu.com/explore/64d2765b000000000a01bad2,西安后海,10,0,晚上有灯真的巨好看这些图全是直出的想玩船的话建议坐快艇体验感挺不错的,"#西安后海,#总要去一趟西安的后海吧,#后海"
https://www.xiaohongshu.com/explore/64944cd00000000013000ae1,西安后海避坑,25,4,被抖音骗来，看什么后海，海黑漆漆的，人乌泱乌泱，车一堆一堆，现在一动不动，回不去家大家避坑，本地或外地的，不要来啥后海，吃的也超级普通，后海真的啥也没，来了你一定会后悔！听我的，不要来,#西安避坑
https://www.xiaohongshu.com/explore/64356768000000001303dd9c,打卡西安后海,268,66,摄影@李扑腾 真的很会拍！,"#男生写真,#电影感"
https://www.xiaohongshu.com/explore/65882ecd000000003801f2f1,冬日的西安后海,8,1,冬日午后，和大学同学到西安的网红地—后海溜达，河面很多地方已经结冰了，不同于其他季节的熙熙攘攘，冬季除了观景台很多人钓鱼外，其他地方人都很少，让人更能静下心来享受冬日的安静与美好！,"#户外钓鱼,#周末去哪玩"
https://www.xiaohongshu.com/explore/6467204b00000000270026f4,西安自己的海！,40,12,是铲霸后海辣～傍晚日落的时候超级漂亮！,#西安
https://www.xiaohongshu.com/explore/6516e6fc000000001c015f88,这不是在海边，这里是西安,40,6,西安后海，连续下雨大半个月，终于遇见半天蓝天白云了。,"#周末去哪儿,#中秋快乐,#拍照,#西安拍照,#西安旅游攻略,#西安探店,#摄影,#西安浐灞后海,#电影感,#十一旅行日记,#旅拍"
https://www.xiaohongshu.com/explore/6485f6ce000000002702906a,来西安看海啦,1055,388,真的很出片 傍晚去人特别多 大家都在拍照一点也不尴尬 不会踩雷值得去,"#西安拍照,#西安后海,#西安探店"
https://www.xiaohongshu.com/explore/656ec393000000003801763e,被朋友圈问爆的西安后海～,1,0,一个人很少很小众的地方～曲江池，地铁公交都可以到，W酒店附近位置很好找哦～约会遛娃的好去处，夏天非常凉快，相比较芙蓉园之类的景点，这里不光人少免费，夏天也是有荷花，有亭子走廊，特别美。湖边也可近距离观赏，像海浪一样好看，天气好的时候真的波光粼粼，记得带一个馒头喂鸭子哦[飞吻R],
https://www.xiaohongshu.com/explore/642a73c40000000013004784,西安浐灞后海,17,3,特别喜欢的一段话：“在你拍月亮或者日落的时候，你会发现拍出来的并没有真实看到的美，但你不会认为是天空不好看，因为你知道相机不能捕捉天空的美，你应该以同样的方式去看待自己，事实是，你和晚霞一样耀眼。每个人都有其独特的美，请不要因为欣赏别人而,"#最美日落,#后海"
https://www.xiaohongshu.com/explore/654c7971000000001f02f1ac,西安后海可以去,17,1,和男朋友找旁边的小哥哥照的下班之后去，散散步，心情会变的非常愉悦😀但是上个月开始后海不让摆摊了，和男朋友找了好久都没找到，可能是游客太多了吧,"#西安浐灞后海,#西安后海,#美景,#美景就在身边,#情侣"
https://www.xiaohongshu.com/explore/64fdb9ff000000001e030148,西安的海,13,2,阴雨天的后海一定要去！,"#西安后海,#周末去哪儿,#西安周边游"
https://www.xiaohongshu.com/explore/649597da000000001300afca,,1119,391,,#攻略
https://www.xiaohongshu.com/explore/6550f0e50000000032037e31,西安后海,51,1,后海的海不是海。,"#拍照,#看一次夕阳,#落日与晚风"
https://www.xiaohongshu.com/explore/64c515f9000000001700cd0b,西安·后海,7,2,-偶尔遇见的蓝，是影也是海🌀对于我们北郊人来说，太友好啦！在灞河边走一走，真的好舒服，有很多吃的喝的，进来不愁没吃的。有游艇和帆船坐，挺美的，不是海，但像海！很多网红打卡的字～随手一拍都很好看哟！建议骑摩托车来，开车的话，真的会很堵车…,"#夜景,#拍照,#后海,#AR浐灞后海观景平台,#灞河河景,#西安游玩"
https://www.xiaohongshu.com/explore/6460a16400000000130136a8,西安后海,97,48,,
https://www.xiaohongshu.com/explore/64e22d31000000000301e764,西安大东郊的生活,3,0,天气凉了，晚上下班出来吹吹风西安的后海夜色阑珊时最美，夜色里有熠熠的灯光，水面上有静谧的倒影，还有，就是日落的刹那，天色逐渐由亮转暗，晚霞晕染出一抹金黄，坐在水边，吹着微风，会让人产生很多美好的想象。后海是时尚的，也是梦幻的，满目都是年轻人，这里有自由的车厢集市，即使一碗泡面20元，也有不少人消费，后海的泡面，吃的是一种时尚的味道。 西安后海的夜色，您去看了吗？,
https://www.xiaohongshu.com/explore/64fc3fa2000000001e021b81,西安 · 后海丨海是可触碰的蓝天,27,8,🌊在西安后海，感受自带滤镜的夏天，海是可触碰的蓝天。🗺️地点：后海(西安灞桥区)🚇地铁：地铁3号线辛家庙（D东北口出） → 295/190路（欧亚大道会展一路口下车）→ 步行585米⏰时间：18:00−20:00（建议时间）🪪门票：免费，不用预约。😆总要去一趟西安的后海吧，吹吹海风，听听海浪。周末去哪儿丨拍照好去处丨西安后海丨西安浐灞丨 西安拍照打卡丨摆摊丨集市@生活薯 @本地薯 @走走薯 @城市情报官 @薯队长 @摄影薯,"#西安拍照,#西安景区,#云,#西安浐灞,#西安后海VR观景平台,#集市,#摆摊,#笔记灵感"
https://www.xiaohongshu.com/explore/656d240a0000000038022efb,西安的海,15,2,浐灞后海 西安人有属于自己的海～已经打卡啦～,
https://www.xiaohongshu.com/explore/65c640560000000011000467,浐灞后海别去了，全是警察查炮的,21,3,想去浐灞后海跨年看烟花🎆呢，一路全是交警，查炮查后备箱，刚回来，别白跑一趟。,#西安后海烟花
https://www.xiaohongshu.com/explore/64b23e95000000002301fc35,和男朋友来西安后海看日出了,57,14,突如其来的想法，一直有人陪我去实现！4:30起床去看日出是一件很酷的事吹着清晨凉爽的风在空旷无车的马路上一起骑单车途中路过欧亚大道，遇到了同行的两位小姐姐在桥边拍了美美的照片，but没有美美的合照导航到最佳观看点等待日出！随后我们看到刚刚遇到的两位小姐姐她们和我们同路，也是同一个目的地图4是她们给我俩拍的照片总有一些美好和浪漫需要付出一些什么才会得到，4:30起床的时候克制住了困意，直到踏出门还是脚步漂浮的状态，揉了揉眼睛，深呼吸，拉着旁边的人就出发了，心里想着来都来了，不能白来。,"#笔记灵感,#日出,#西安后海,#旅游"
https://www.xiaohongshu.com/explore/64e023b6000000001700d3e7,西安灞桥,7,0,后海人太多不好拍可以来这里,"#摄影,#后海,#落日余晖"
https://www.xiaohongshu.com/explore/64f33a6b000000001d0159dc,西安👉🏻后海 真的很美,1,2,🌟地铁3号线坐到务庄 可以在站台拍夕阳🌇超级美出地铁一路都是美景～👉🏻打滴滴到后海观景平台 就可以到了入口处有个桃红色的大兔子 拍照超级美19点56分左右日落🌇到达最佳位置 拍摄美照可以乘坐邮轮 80💰一位一路的后备箱集市泡面20一份➕蛋火腿和香菇鸡尾酒、手打柠檬茶心哈哈，主打就是个氛围感？打卡拍照绝绝子 超级出片,"#情侣约会好去处,#总要去一趟西安的后海吧,#夜景,#旅游,#打卡,#日落,#西安,#周末去哪儿,#西安拍照,#西安旅游"
https://www.xiaohongshu.com/explore/648724df0000000027003f76,西安后海,120,16,后海很美，美女超多，如果要去，记得化妆,
https://www.xiaohongshu.com/explore/6510ef3c000000001302a284,西安后海夜市,17,0,"西安浐灞后海后备箱夜市，从野生到有组织，越来越多的摊主让这里包罗万象，现在的这里有吃有喝有玩。拍摄器材，佳能R7,18-150镜头。","#佳能扫街收割机,#扫街"
https://www.xiaohongshu.com/explore/64b896db000000003100b8e6,别问了！！真的在后海！！270°的海景太绝了...,73,11,,"#笔记灵感,#日常碎片PLOG,#周末去哪儿,#西安拍照,#西安旅行,#海景房,#西安后海后备箱集市"
https://www.xiaohongshu.com/explore/642665a00000000013007e94,后海太适合晚上去啦！,64,10,跟舍友骑着新买的小电驴去了后海！这里人超多！有好多摊摊（ps：这个柠檬水好酸🥶又贵又难喝😭）,
https://www.xiaohongshu.com/explore/64f05868000000001e0324ab,西安 研究生日常之后海露营,14,2,之前去过一趟后海拍照，前几天又和朋友去后海露营，晚上灯光洒下来，吹吹风，吃个火锅，聊聊天，玩玩游戏，简直不要太爽！快冲！,"#趁热去露营,#柴犬,#日落,#想记录下此刻,#这个模板有点东西,#西安,#研究生,#研究生日常,#我的日常,#露营,#我的日常Vlog,#西安露营,#日常生活里的快乐瞬间"
https://www.xiaohongshu.com/explore/645914a2000000001203d7dd,《西安后海》,8,0,​湿咸的海风吹到了西安，​在这里人们享受着日落微风带来的惬意，​享受着游艇带来的波涛与刺激，​享受着与伴侣在一起的浪漫时光；​……,"#西安后海,#西安浐灞后海,#西安后海拍照"
https://www.xiaohongshu.com/explore/65d0cb710000000007027ca0,西安后海,0,0,西安后海其实还是蛮美的欢迎大家来西安哇～,"#西安旅行,#西安旅游,#西安吃喝玩乐,#西安旅游攻略,#西安汉服体验,#西安探店,#西安后海网红打卡地,#西安后海路线,#西安后海攻略,#西安后海骑行"
https://www.xiaohongshu.com/explore/6531e2d800000000250207f3,西安/后海🌊,50,12,总要去西安后海拍一次日落吧❗️地点:直接导航浐灞后海观景平台太阳下山的时候去超级出片 氛围感拉满～爱拍照的宝子千万不要错过了💕,"#拍照,#西安后海"
https://www.xiaohongshu.com/explore/64b4d41c000000002301ef2d,西安后海,3,0,景色真的不错，晚上也挺凉快，就是人确实太多了,
https://www.xiaohongshu.com/explore/62c464e2000000000a00215f,遛弯,164,29,这个后海 争议真是很大 其实它就是灞河 就是它叫后海嘛 然后就像老婆饼没老婆一样 就给它叫成成后海了 其实它不是海啊哈哈然后这个地方呢其实之前老早就是阿姨们遛娃的 都没有什么人 以前就是附近住的人吃完饭散步的 现在不知道为啥就全是人了这不是什么景点 就是偶尔取景会好看 什么都没有 离的远的来旅游的宝宝不要专门跑来 没有风景的 ,#浐灞
https://www.xiaohongshu.com/explore/64762ae500000000270297ed,西安后海最佳出片点！！！,1688,650,在下公交车往前走的路边！！！不在后海里面，真的很美原相机！,#总要去一趟西安的后海吧
https://www.xiaohongshu.com/explore/65b087d7000000001003bced,西安后海网红打卡点,10,5,去的匆忙，上地铁才开始查路线，差点儿下错站😂一下是本人前天踩点的路线，绝对准确，最近去的话注意保暖，吃饱饱再去哦～📍 地铁3号线到“务庄站”，出来就是“浐灞9号线”公交车，往“凤城八路西口方向”，“欧亚大道会展一路口”下车，走一会会就能到，当然，觉得麻烦也可以直接打车，“AR浐灞后海观景平台”就可以啦～拍照非常出片！就是中午钓鱼佬密集出现，需要注意不要打扰人家[斜眼R],"#后海,#浐灞后海,#西安旅游西安打卡西安旅行攻略"
https://www.xiaohongshu.com/explore/649e6041000000001300e9e9,西安日落爱好者必去! 后海,3,0,妈呀 这里日落真的巨美 很治愈 能吹吹晚风看晚霞看黄昏,"#西安,#西安拍照,#西安旅游,#治愈,#西安周边游,#西安后海,#后海,#西安浐灞后海,#总要去一趟西安的后海吧,#西安后海路线"
https://www.xiaohongshu.com/explore/64cd7dd4000000001201f61a,西安 后海🌅🚴🏻🚴🏻,7,1,四点半起床骑车四十分钟到达浐灞后海观景台等到了日出!!!!!!,"#看日出,#西安"
https://www.xiaohongshu.com/explore/6482ec0100000000130008d4,后海骑行，只有第0次和第无数次,10,2,又是被后海晚霞美到的一天下班后骑到观景平台刚好赶上晚霞等晚霞落下等华灯初上等夜空静谧,"#我的骑行日志,#新手骑行,#我的骑行日记,#日常骑行,#西安后海VR观景平台"
https://www.xiaohongshu.com/explore/64e856b4000000001201bd0c,西安后海！！到底谁爱逛啊啊啊...,305,99,趁着天气凉爽来逛西安爆火🔥的后海夜市看了好多帖子真的非常的好奇💥这边确实挺好看的，整体网红风还有敲多的帅哥美女😋逛起来也不无聊👍🏻尤其是河边观景台，真的hin漂亮随手一拍就好看，吃的也蛮多的但是摊位重复率挺高的❌就比如说柠檬茶，螺蛳粉，泡面，冰汤圆有好多家而且价格方面也会比普通的要贵一些些💢不过这里真的非常适合拍照感觉比较适合和朋友吃完饭之后过来散散步拍拍照✨风景真的不错，桥上晚上也非常凉快@薯队长 @日常薯 @生活薯,"#笔记灵感,#日常碎片PLOG,#西安旅游攻略,#西安美食,#人间烟火气,#西安夜市"
https://www.xiaohongshu.com/explore/6459f3df000000001303168b,西安后海｜后海拍照打卡📸,6,2,📍地点：西安市AR浐灞中心⏰推荐时间：尽量在下午5点左右赶到后海，一定要看后海的落日，绝美落日你值得拥有🌅🚆交通：可以坐地铁坐到附近，再做浐灞9/10号线都能到达；或者扫个单车在海边和你的朋友或者爱人骑，吹吹夏天的晚风晚上人比较多，周围全是卖小吃的，到了晚上7.8点还有卖孔明灯的，特别好看#,#总要去一趟西安的后海吧
